,id,accountId,userId,nickName,tokenId,tokenName,currencyId,side,priceType,price,premium,lastQuantity,quantity,frozenQuantity,executedQuantity,minAmount,maxAmount,remark,status,createDate,payments,orderNum,finishNum,recentOrderNum,recentExecuteRate,fee,isOnline,lastLogoutTime,blocked,makerContact,symbolInfo,tradingPreferenceSet,version,authStatus,recommend,recommendTag,authTag,userType,itemType,paymentPeriod,userMaskId,verificationOrderSwitch,verificationOrderLabels,verificationOrderAmount,ban,baned
0,1879520329048690688,23405931,23405929,myagkiy,USDT,,RUB,1,0,82.20,0,300,14895.8087,669.1,13926.7087,21000.00,21000.00,"❗️С Т-БАНКА НА ДРУГОЙ БАНК ПО НОМЕРУ КАРТЫ  🔶УСЛОВИЯ СДЕЛКИ🔶 🟢ЧЕК В PDF НА ПОЧТУ ОТ ИМЕНИ БАНКА (инструкцию вышлю) 🟠Оплата на карту доверенного лица 🟣В НЕКОТОРЫХ СЛУЧАЯХ МОЖЕМ ЗАПРОСИТЬ ДОП ПРОВЕРКУ 🔴При отправке не на тот банк, отправке лишних средств - возврата нет! ⛔️ЕСЛИ НЕ СОГЛАСНЫ С УСЛОВИЯМИ НЕ ОТКРЫВАЙТЕ СДЕЛКУ С ИП ОПЛАЧИВАТЬ ЗАПРЕЩАЕТСЯ ⭐️Если у вас какие то проблемы/вопросы связанные с переводом, напишите в чат, мы вам поможем 🤝Готов к постоянному сотрудничеству🤝 ТГ для сотрудничества можете узнать в чате",10,1736947541000,['581'],4828,4824,5908,100,,True,1744581853,N,True,"{'id': '7', 'exchangeId': '301', 'orgId': '9001', 'tokenId': 'USDT', 'currencyId': 'RUB', 'status': 1, 'lowerLimitAlarm': 95, 'upperLimitAlarm': 110, 'itemDownRange': '90', 'itemUpRange': '115', 'currencyMinQuote': '500', 'currencyMaxQuote': '3500000', 'currencyLowerMaxQuote': '500', 'tokenMinQuote': '1', 'tokenMaxQuote': '50000', 'kycCurrencyLimit': '0', 'itemSideLimit': 3, 'buyFeeRate': '0', 'sellFeeRate': '0', 'orderAutoCancelMinute': 15, 'orderFinishMinute': 10, 'tradeSide': 9, 'currency': {'id': '7', 'exchangeId': '0', 'orgId': '9001', 'currencyId': 'RUB', 'scale': 2}, 'token': {'id': '1', 'exchangeId': '0', 'orgId': '9001', 'tokenId': 'USDT', 'scale': 4, 'sequence': 1}, 'buyAd': None, 'sellAd': None}","{'hasUnPostAd': 0, 'isKyc': 1, 'isEmail': 0, 'isMobile': 1, 'hasRegisterTime': 1, 'registerTimeThreshold': 90, 'orderFinishNumberDay30': 10, 'completeRateDay30': '95', 'nationalLimit': '', 'hasOrderFinishNumberDay30': 1, 'hasCompleteRateDay30': 1, 'hasNationalLimit': 0}",0,1,False,,"['GA', 'VA']",PERSONAL,ORIGIN,15,sa0833368cacc4b518e8bc025cbcb795a,False,[],8000,False,False
1,1908120156275085312,104513808,104513806,VOLBIT_2,USDT,,RUB,1,0,82.20,0,25,69.4649,24.8176,19.6473,2040.00,2040.00,"Работаю с 3 лицами, чек пдф, отправили на другой банк - потеряли деньги! Могу запросить видео, коммент. СБЕР НЕ ПРИНИМАЮ❗️",10,1743766272000,['382'],354,334,331,100,,True,1744649459,N,True,"{'id': '7', 'exchangeId': '301', 'orgId': '9001', 'tokenId': 'USDT', 'currencyId': 'RUB', 'status': 1, 'lowerLimitAlarm': 95, 'upperLimitAlarm': 110, 'itemDownRange': '90', 'itemUpRange': '115', 'currencyMinQuote': '500', 'currencyMaxQuote': '3500000', 'currencyLowerMaxQuote': '500', 'tokenMinQuote': '1', 'tokenMaxQuote': '50000', 'kycCurrencyLimit': '0', 'itemSideLimit': 3, 'buyFeeRate': '0', 'sellFeeRate': '0', 'orderAutoCancelMinute': 15, 'orderFinishMinute': 10, 'tradeSide': 9, 'currency': {'id': '7', 'exchangeId': '0', 'orgId': '9001', 'currencyId': 'RUB', 'scale': 2}, 'token': {'id': '1', 'exchangeId': '0', 'orgId': '9001', 'tokenId': 'USDT', 'scale': 4, 'sequence': 1}, 'buyAd': None, 'sellAd': None}","{'hasUnPostAd': 0, 'isKyc': 1, 'isEmail': 0, 'isMobile': 0, 'hasRegisterTime': 1, 'registerTimeThreshold': 15, 'orderFinishNumberDay30': 60, 'completeRateDay30': '90', 'nationalLimit': '', 'hasOrderFinishNumberDay30': 1, 'hasCompleteRateDay30': 1, 'hasNationalLimit': 0}",0,2,False,,['GA'],PERSONAL,ORIGIN,15,s0299b1fa35b5499f9ff6e74222122c3b,False,[],8000,False,False
2,1894033501159780352,66523694,66523691,LORD25,USDT,,RUB,1,0,82.20,0,108,108,0,0,8681.00,8681.00, добрый день! принимаю только с Тинькофф банка или Промсвязьбанка ! строго чек на почту от имени банка ! безопасно и быстро всем хорошего дня.                                                                                  оплат по номеру карты Сбербанк ,10,1740407751000,"['613', '581']",1405,897,1897,100,,True,1744649829,N,False,"{'id': '7', 'exchangeId': '301', 'orgId': '9001', 'tokenId': 'USDT', 'currencyId': 'RUB', 'status': 1, 'lowerLimitAlarm': 95, 'upperLimitAlarm': 110, 'itemDownRange': '90', 'itemUpRange': '115', 'currencyMinQuote': '500', 'currencyMaxQuote': '3500000', 'currencyLowerMaxQuote': '500', 'tokenMinQuote': '1', 'tokenMaxQuote': '50000', 'kycCurrencyLimit': '0', 'itemSideLimit': 3, 'buyFeeRate': '0', 'sellFeeRate': '0', 'orderAutoCancelMinute': 15, 'orderFinishMinute': 10, 'tradeSide': 9, 'currency': {'id': '7', 'exchangeId': '0', 'orgId': '9001', 'currencyId': 'RUB', 'scale': 2}, 'token': {'id': '1', 'exchangeId': '0', 'orgId': '9001', 'tokenId': 'USDT', 'scale': 4, 'sequence': 1}, 'buyAd': None, 'sellAd': None}","{'hasUnPostAd': 0, 'isKyc': 1, 'isEmail': 1, 'isMobile': 1, 'hasRegisterTime': 0, 'registerTimeThreshold': 0, 'orderFinishNumberDay30': 60, 'completeRateDay30': '0', 'nationalLimit': '', 'hasOrderFinishNumberDay30': 1, 'hasCompleteRateDay30': 0, 'hasNationalLimit': 0}",0,2,False,,['GA'],PERSONAL,ORIGIN,15,s0c9aa72ad6d946c093947e28ed5e1ce8,False,[],8000,False,False
3,1798655227474030592,43280914,43280912,WaterLaw,USDT,,RUB,1,0,82.27,0,30,51.8792,0,21.8792,1972.00,1972.00,"Принимаю только с ЛИЧНОЙ карты по СБП на карту доверенного лица (СТРОГО НА БАНК КОТОРЫЙ УКАЖУ)

❗️❗️❗️ от 3-его лица НЕ ПРИНИМАЮ❗️❗️❗️

⭐️Реквизиты для оплаты присылаю в чат ордера
⭐️Оплата на карту доверенного лица
⭐️После оплаты присылайте чек
⭐️Внимательно проверяйте реквизиты и сумму отправки
⭐️Если не согласны, просьба не открывать сделку",10,1717667798000,"['581', '582', '382']",416,415,227,99,,True,1744644060,N,False,"{'id': '7', 'exchangeId': '301', 'orgId': '9001', 'tokenId': 'USDT', 'currencyId': 'RUB', 'status': 1, 'lowerLimitAlarm': 95, 'upperLimitAlarm': 110, 'itemDownRange': '90', 'itemUpRange': '115', 'currencyMinQuote': '500', 'currencyMaxQuote': '3500000', 'currencyLowerMaxQuote': '500', 'tokenMinQuote': '1', 'tokenMaxQuote': '50000', 'kycCurrencyLimit': '0', 'itemSideLimit': 3, 'buyFeeRate': '0', 'sellFeeRate': '0', 'orderAutoCancelMinute': 15, 'orderFinishMinute': 10, 'tradeSide': 9, 'currency': {'id': '7', 'exchangeId': '0', 'orgId': '9001', 'currencyId': 'RUB', 'scale': 2}, 'token': {'id': '1', 'exchangeId': '0', 'orgId': '9001', 'tokenId': 'USDT', 'scale': 4, 'sequence': 1}, 'buyAd': None, 'sellAd': None}","{'hasUnPostAd': 0, 'isKyc': 1, 'isEmail': 1, 'isMobile': 1, 'hasRegisterTime': 1, 'registerTimeThreshold': 30, 'orderFinishNumberDay30': 10, 'completeRateDay30': '95', 'nationalLimit': '', 'hasOrderFinishNumberDay30': 1, 'hasCompleteRateDay30': 1, 'hasNationalLimit': 0}",0,2,False,,['GA'],PERSONAL,ORIGIN,15,s430434ce6d3c48b899af504b03c48131,False,[],8000,False,False
4,1879585680721612800,22288511,22288509,Lut,USDT,,RUB,1,0,82.28,0,270,56056.5391,623.1771,55163.362,19800.00,19800.00,"❗️С Т-БАНКА НА ДРУГОЙ БАНК ПО НОМЕРУ КАРТЫ 🔶УСЛОВИЯ СДЕЛКИ🔶 🟢ЧЕК В PDF НА ПОЧТУ ОТ ИМЕНИ БАНКА (инструкцию вышлю) 🟠Оплата на карту доверенного лица 🟣В НЕКОТОРЫХ СЛУЧАЯХ МОЖЕМ ЗАПРОСИТЬ ДОП ПРОВЕРКУ 🔴Строго одной суммой Работаю с 3-ми лицами⛔️ЕСЛИ НЕ СОГЛАСНЫ С УСЛОВИЯМИ НЕ ОТКРЫВАЙТЕ СДЕЛКУ С ИП ОПЛАЧИВАТЬ ЗАПРЕЩАЕТСЯ ⭐️Если у вас какие то проблемы/вопросы связанные с переводом, напишите в чат, мы вам поможем 🤝Готов к постоянному сотрудничеству🤝 ТГ для сотрудничества можете узнать в чате",10,1736963122000,['581'],10750,10748,5233,100,,True,1744636729,N,True,"{'id': '7', 'exchangeId': '301', 'orgId': '9001', 'tokenId': 'USDT', 'currencyId': 'RUB', 'status': 1, 'lowerLimitAlarm': 95, 'upperLimitAlarm': 110, 'itemDownRange': '90', 'itemUpRange': '115', 'currencyMinQuote': '500', 'currencyMaxQuote': '3500000', 'currencyLowerMaxQuote': '500', 'tokenMinQuote': '1', 'tokenMaxQuote': '50000', 'kycCurrencyLimit': '0', 'itemSideLimit': 3, 'buyFeeRate': '0', 'sellFeeRate': '0', 'orderAutoCancelMinute': 15, 'orderFinishMinute': 10, 'tradeSide': 9, 'currency': {'id': '7', 'exchangeId': '0', 'orgId': '9001', 'currencyId': 'RUB', 'scale': 2}, 'token': {'id': '1', 'exchangeId': '0', 'orgId': '9001', 'tokenId': 'USDT', 'scale': 4, 'sequence': 1}, 'buyAd': None, 'sellAd': None}","{'hasUnPostAd': 0, 'isKyc': 1, 'isEmail': 1, 'isMobile': 1, 'hasRegisterTime': 1, 'registerTimeThreshold': 90, 'orderFinishNumberDay30': 10, 'completeRateDay30': '95', 'nationalLimit': '', 'hasOrderFinishNumberDay30': 1, 'hasCompleteRateDay30': 1, 'hasNationalLimit': 0}",0,1,False,,"['GA', 'VA']",PERSONAL,ORIGIN,15,sf6bc054c0e5a418397825eaf90171b86,False,[],8000,False,False
5,1848807123375386624,135034700,135034696,💎SLADIK 💎,USDT,,RUB,1,0,82.29,0,43.6529,2095.9089,36.3471,2015.9089,2400.00,2400.00,"
Обязательно отправка чека на почту из банка
Комиссию не оплачиваю

Не работаю с веб версией 

1️⃣ Только с Тинька   по СБП  на другой банк
2️⃣ Работаю с 3-ми лицами 
3️⃣ Принимаю на карту третьего лица 
4️⃣ Реквизиты даю в чате, реквизиты одноразовые, повторно отправлять на те же реквизиты КАТЕГОРИЧЕСКИ НЕЛЬЗЯ.
5️⃣ Без PDF-чека - не отпускаю крипту
6️⃣ Статус перевода должен быть «Выполнено/Успешно»

⚠️ВНИМАНИЕ⚠️
‼️ Принимаю одним платежом
‼️ БЕЗ комментариев
‼️ БУДЬТЕ ВНИМАТЕЛЬНЫ и переводите деньги только 1 раз. Возврат осуществить не получится, если вы отправили 2 раза или же отправили сумму больше. 
‼️ После отмены ордера / успешной оплаты - НЕ ПРОИЗВОДИТЕ ПЕРЕВОД, это влечёт к потере ваших АКТИВОВ, возврат осуществить не получится.
‼️ 
⚠️ Чек можно отправить на почту : ivanna.pelishenko@mail.ru


",10,1729624942000,['581'],1107,1095,828,98,,True,1744641447,N,False,"{'id': '7', 'exchangeId': '301', 'orgId': '9001', 'tokenId': 'USDT', 'currencyId': 'RUB', 'status': 1, 'lowerLimitAlarm': 95, 'upperLimitAlarm': 110, 'itemDownRange': '90', 'itemUpRange': '115', 'currencyMinQuote': '500', 'currencyMaxQuote': '3500000', 'currencyLowerMaxQuote': '500', 'tokenMinQuote': '1', 'tokenMaxQuote': '50000', 'kycCurrencyLimit': '0', 'itemSideLimit': 3, 'buyFeeRate': '0', 'sellFeeRate': '0', 'orderAutoCancelMinute': 15, 'orderFinishMinute': 10, 'tradeSide': 9, 'currency': {'id': '7', 'exchangeId': '0', 'orgId': '9001', 'currencyId': 'RUB', 'scale': 2}, 'token': {'id': '1', 'exchangeId': '0', 'orgId': '9001', 'tokenId': 'USDT', 'scale': 4, 'sequence': 1}, 'buyAd': None, 'sellAd': None}","{'hasUnPostAd': 0, 'isKyc': 1, 'isEmail': 1, 'isMobile': 1, 'hasRegisterTime': 1, 'registerTimeThreshold': 30, 'orderFinishNumberDay30': 40, 'completeRateDay30': '90', 'nationalLimit': 'ARM,AZE,CHN,GEO,KAZ,KGZ,RUS,TJK,TUR,TKM,UZB', 'hasOrderFinishNumberDay30': 1, 'hasCompleteRateDay30': 1, 'hasNationalLimit': 1}",0,1,False,,"['GA', 'VA']",PERSONAL,ORIGIN,30,s3ae47f86f76347eb8bbb31d2c3b65b6f,False,[],8000,False,False
6,1882849491266220032,13983407,13983406,hotrenat_exch,USDT,,RUB,1,0,82.29,0,70,275.6674,0,205.6674,5225.00,5225.00,"1) МТС БАНК приму с Т БАНКА ( по КАРТЕ !!! ) 
2) СТРОГО 1 лицо или есть доступ к ЛК.
3) чек от тбанка на почту (не с личной почты, с почты банка!!!)

тг для связи: @code9600",10,1737741275000,"['581', '14']",2712,2710,1286,100,,True,1744641734,N,False,"{'id': '7', 'exchangeId': '301', 'orgId': '9001', 'tokenId': 'USDT', 'currencyId': 'RUB', 'status': 1, 'lowerLimitAlarm': 95, 'upperLimitAlarm': 110, 'itemDownRange': '90', 'itemUpRange': '115', 'currencyMinQuote': '500', 'currencyMaxQuote': '3500000', 'currencyLowerMaxQuote': '500', 'tokenMinQuote': '1', 'tokenMaxQuote': '50000', 'kycCurrencyLimit': '0', 'itemSideLimit': 3, 'buyFeeRate': '0', 'sellFeeRate': '0', 'orderAutoCancelMinute': 15, 'orderFinishMinute': 10, 'tradeSide': 9, 'currency': {'id': '7', 'exchangeId': '0', 'orgId': '9001', 'currencyId': 'RUB', 'scale': 2}, 'token': {'id': '1', 'exchangeId': '0', 'orgId': '9001', 'tokenId': 'USDT', 'scale': 4, 'sequence': 1}, 'buyAd': None, 'sellAd': None}","{'hasUnPostAd': 0, 'isKyc': 1, 'isEmail': 1, 'isMobile': 1, 'hasRegisterTime': 1, 'registerTimeThreshold': 90, 'orderFinishNumberDay30': 5, 'completeRateDay30': '90', 'nationalLimit': 'BLR,RUS,THA,VNM,IDN,TUR,CHN,KAZ,ITA,DEU,ARM,GEO,AZE,AUT,AUS,BIH,BRA,IOT,VGB,BRN,BFA,MMR,BDI,CPV,KHM,CAN,CYM,BGR,CHL,COL,CUB,CYP,CZE,DNK,DMA,DJI,DOM,ECU,EGY,EST,FIN,FRA,GUF,PYF,ATF,GRC,GRL,GRD,GLP,GUM,HUN,HKG,VAT,ISL,IND,JPN,JEY,JOR,ISR,IMN,IRL,KOR,PRK,KIR,KGZ,LBN,LVA,MDG,LUX,MHL,MLT,MDV,MYS,MEX,MYT,NAM,MOZ,MAR,MSR,MNE,POL,PRT,QAT,SYC,SOM,ESP,SUR,SPM,SYR,CHE,SWE,SWZ,TJK,TKL,TON,TUN,TKM,TCA,TUV,ARE,GBR,USA,UMI,URY,UZB,VEN,WLF,ESH,LKA,SLE,SGP,SVK,SVN,SLB,SGS,ROU,TWN,MCO,MDA,FSM,MNG,HMD,CCK,CXR,ARG,GIB,PHL,SRB,VIR', 'hasOrderFinishNumberDay30': 1, 'hasCompleteRateDay30': 1, 'hasNationalLimit': 1}",0,2,False,,['GA'],PERSONAL,ORIGIN,15,sbd62817df0634a82818c67f2bb08e1a6,False,[],8000,False,False
7,1910563036810117120,257121171,257121164,Pot,USDT,,RUB,1,0,82.38,0,28,28,0,0,2010.00,2010.00,"💙 СБП 💙

1) От 3-х лиц не принимаю! 
2) Отпускаю только с  чеком PDF!
3) Имя не спрашивать, реки верные!
4) Могу запросить видео!
5) Со Сбербанка и Газпромбанк НЕ РАБОТАЮ! 
6) Принимаем на карту доверенных лиц
7) Оплата одной суммой
8)  Перевод на не правильные реквизиты, перевод в не согласованный банк, а так же перевод суммы отличающейся от указанной в объявлении ведет к потере денег

🔴 Мошенники мимо, все схемы ваши знаю! И с отрисовкой, и с 1р, и с фейк приложением 🔴
🤡Заблокирую вам аккаунт

Контакты для постоянного сотрудничества можно запросить в чате✉️
Буду рад взаимному лайку💬❤️",10,1744348700000,['382'],321,217,2818,100,,True,1744563174,N,True,"{'id': '7', 'exchangeId': '301', 'orgId': '9001', 'tokenId': 'USDT', 'currencyId': 'RUB', 'status': 1, 'lowerLimitAlarm': 95, 'upperLimitAlarm': 110, 'itemDownRange': '90', 'itemUpRange': '115', 'currencyMinQuote': '500', 'currencyMaxQuote': '3500000', 'currencyLowerMaxQuote': '500', 'tokenMinQuote': '1', 'tokenMaxQuote': '50000', 'kycCurrencyLimit': '0', 'itemSideLimit': 3, 'buyFeeRate': '0', 'sellFeeRate': '0', 'orderAutoCancelMinute': 15, 'orderFinishMinute': 10, 'tradeSide': 9, 'currency': {'id': '7', 'exchangeId': '0', 'orgId': '9001', 'currencyId': 'RUB', 'scale': 2}, 'token': {'id': '1', 'exchangeId': '0', 'orgId': '9001', 'tokenId': 'USDT', 'scale': 4, 'sequence': 1}, 'buyAd': None, 'sellAd': None}","{'hasUnPostAd': 0, 'isKyc': 1, 'isEmail': 1, 'isMobile': 1, 'hasRegisterTime': 1, 'registerTimeThreshold': 30, 'orderFinishNumberDay30': 10, 'completeRateDay30': '90', 'nationalLimit': '', 'hasOrderFinishNumberDay30': 1, 'hasCompleteRateDay30': 1, 'hasNationalLimit': 0}",0,2,False,,['GA'],PERSONAL,ORIGIN,15,se1dc36f2d0b24e81932edb087c3437bb,False,[],8000,False,False
8,1882812456210440192,77619706,77619705,GAD777,USDT,,RUB,1,0,82.39,0,1000,1390.9464,0,390.9464,75000.00,75000.00,"‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️
ПРИНИМАЮ ТОЛЬКО С ТИНЬКОФФА БАНКА ПО НОМЕРУ КАРТЫ НА ДРУГОЙ БАНК ВОЗМОЖНА КОМИССИЯ 
‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️
При оплате с Т-БАНКА:
PDF чек нужно будет выслать на прямую с приложения банка на почту, которую я вам укажу, только так. ПРОШУ ОТНЕСТИСЬ С ПОНИМАНИЕМ , данные меры принимаются , в связи с борьбой против мошенничества",10,1737732446000,['581'],208,208,277,100,,True,1744569985,N,False,"{'id': '7', 'exchangeId': '301', 'orgId': '9001', 'tokenId': 'USDT', 'currencyId': 'RUB', 'status': 1, 'lowerLimitAlarm': 95, 'upperLimitAlarm': 110, 'itemDownRange': '90', 'itemUpRange': '115', 'currencyMinQuote': '500', 'currencyMaxQuote': '3500000', 'currencyLowerMaxQuote': '500', 'tokenMinQuote': '1', 'tokenMaxQuote': '50000', 'kycCurrencyLimit': '0', 'itemSideLimit': 3, 'buyFeeRate': '0', 'sellFeeRate': '0', 'orderAutoCancelMinute': 15, 'orderFinishMinute': 10, 'tradeSide': 9, 'currency': {'id': '7', 'exchangeId': '0', 'orgId': '9001', 'currencyId': 'RUB', 'scale': 2}, 'token': {'id': '1', 'exchangeId': '0', 'orgId': '9001', 'tokenId': 'USDT', 'scale': 4, 'sequence': 1}, 'buyAd': None, 'sellAd': None}","{'hasUnPostAd': 0, 'isKyc': 1, 'isEmail': 1, 'isMobile': 1, 'hasRegisterTime': 1, 'registerTimeThreshold': 30, 'orderFinishNumberDay30': 40, 'completeRateDay30': '90', 'nationalLimit': '', 'hasOrderFinishNumberDay30': 1, 'hasCompleteRateDay30': 1, 'hasNationalLimit': 0}",0,2,False,,['GA'],PERSONAL,ORIGIN,15,s85905bde26b74912916917229fb71df8,False,[],8000,False,False
9,1868574638186852352,116888111,116888109,Natali.Coins,USDT,,RUB,1,0,82.40,0,120,2457.7563,335.3889,2002.3674,9120.00,9120.01,"🛑!!! ВНИМАНИЕ !!!🛑

 
✅Реквизиты для оплаты присылаю в чат ордера. СТРОГО С ТИНЬКОФФ БАНКА НА РАЗНЫЕ БАНКИ
✅Принимаю на карту доверенного лица. 
🛑 Обязательно после оплаты квитанцию в PDF формате, на почту 
🛑Все переводы принимаю без комментария (no comment) 


⛔️ВСЕ СДЕЛКИ ПРИНИМАЮ ТОЛЬКО ОДНИМ ПЕРЕВОДОМ. 

PS мошенники и отрисованные чеки не тратьте мое и своё время. ВСЕ ПЛАТЕЖИ ПРОВЕРЯЮТСЯ",10,1734337885000,['581'],4254,4013,3662,99,,True,1744625819,N,False,"{'id': '7', 'exchangeId': '301', 'orgId': '9001', 'tokenId': 'USDT', 'currencyId': 'RUB', 'status': 1, 'lowerLimitAlarm': 95, 'upperLimitAlarm': 110, 'itemDownRange': '90', 'itemUpRange': '115', 'currencyMinQuote': '500', 'currencyMaxQuote': '3500000', 'currencyLowerMaxQuote': '500', 'tokenMinQuote': '1', 'tokenMaxQuote': '50000', 'kycCurrencyLimit': '0', 'itemSideLimit': 3, 'buyFeeRate': '0', 'sellFeeRate': '0', 'orderAutoCancelMinute': 15, 'orderFinishMinute': 10, 'tradeSide': 9, 'currency': {'id': '7', 'exchangeId': '0', 'orgId': '9001', 'currencyId': 'RUB', 'scale': 2}, 'token': {'id': '1', 'exchangeId': '0', 'orgId': '9001', 'tokenId': 'USDT', 'scale': 4, 'sequence': 1}, 'buyAd': None, 'sellAd': None}","{'hasUnPostAd': 0, 'isKyc': 1, 'isEmail': 0, 'isMobile': 0, 'hasRegisterTime': 1, 'registerTimeThreshold': 15, 'orderFinishNumberDay30': 5, 'completeRateDay30': '', 'nationalLimit': '', 'hasOrderFinishNumberDay30': 1, 'hasCompleteRateDay30': 0, 'hasNationalLimit': 0}",0,1,False,,"['GA', 'VA']",PERSONAL,ORIGIN,15,s925f223f28d44c81bde659fb22ea41a1,False,[],8000,False,False
